Município,Classificação,Ano,Mês,Saldo
Heliodora,Comércio e Serviços,2025,7,0
Heliodora,Comércio e Serviços,2025,8,0
Heliodora,Comércio e Serviços,2025,9,0
Heliodora,Comércio e Serviços,2025,10,1
Heliodora,Comércio e Serviços,2025,11,0
Heliodora,Comércio e Serviços,2025,12,-1
Heliodora,Transportes,2021,1,0
Heliodora,Transportes,2021,2,0
Heliodora,Transportes,2021,3,0
Heliodora,Transportes,2021,4,0
Heliodora,Transportes,2021,5,0
Heliodora,Transportes,2021,6,0
Heliodora,Transportes,2021,7,0
Heliodora,Transportes,2021,8,0
Heliodora,Transportes,2021,9,0
Heliodora,Transportes,2021,10,0
Heliodora,Transportes,2021,11,0
Heliodora,Transportes,2021,12,0
Heliodora,Transportes,2022,1,0
Heliodora,Transportes,2022,2,0
Heliodora,Transportes,2022,3,0
Heliodora,Transportes,2022,4,0
Heliodora,Transportes,2022,5,0
Heliodora,Transportes,2022,6,0
Heliodora,Transportes,2022,7,0
Heliodora,Transportes,2022,8,0
Heliodora,Transportes,2022,9,0
Heliodora,Transportes,2022,10,0
Heliodora,Transportes,2022,11,0
Heliodora,Transportes,2022,12,0
Heliodora,Transportes,2023,1,0
Heliodora,Transportes,2023,2,0
Heliodora,Transportes,2023,3,0
Heliodora,Transportes,2023,4,0
Heliodora,Transportes,2023,5,0
Heliodora,Transportes,2023,6,0
Heliodora,Transportes,2023,7,0
Heliodora,Transportes,2023,8,0
Heliodora,Transportes,2023,9,0
Heliodora,Transportes,2023,10,0
Heliodora,Transportes,2023,11,0
Heliodora,Transportes,2023,12,0
Heliodora,Transportes,2024,1,0
Heliodora,Transportes,2024,2,0
Heliodora,Transportes,2024,3,0
Heliodora,Transportes,2024,4,0
Heliodora,Transportes,2024,5,0
Heliodora,Transportes,2024,6,0
Heliodora,Transportes,2024,7,0
Heliodora,Transportes,2024,8,0
Heliodora,Transportes,2024,9,0
Heliodora,Transportes,2024,10,0
Heliodora,Transportes,2024,11,0
Heliodora,Transportes,2024,12,0
Heliodora,Transportes,2025,1,0
Heliodora,Transportes,2025,2,0
Heliodora,Transportes,2025,3,0
Heliodora,Transportes,2025,4,0
Heliodora,Transportes,2025,5,0
Heliodora,Transportes,2025,6,0
Heliodora,Transportes,2025,7,0
Heliodora,Transportes,2025,8,0
Heliodora,Transportes,2025,9,0
Heliodora,Transportes,2025,10,0
Heliodora,Transportes,2025,11,0
Heliodora,Transportes,2025,12,0
Heliodora,Alimentação,2021,1,0
Heliodora,Alimentação,2021,2,0
Heliodora,Alimentação,2021,3,0
Heliodora,Alimentação,2021,4,-1
Heliodora,Alimentação,2021,5,0
Heliodora,Alimentação,2021,6,0
Heliodora,Alimentação,2021,7,0
Heliodora,Alimentação,2021,8,0
Heliodora,Alimentação,2021,9,0
Heliodora,Alimentação,2021,10,0
Heliodora,Alimentação,2021,11,0
Heliodora,Alimentação,2021,12,0
Heliodora,Alimentação,2022,1,0
Heliodora,Alimentação,2022,2,-1
Heliodora,Alimentação,2022,3,-1
Heliodora,Alimentação,2022,4,0
Heliodora,Alimentação,2022,5,0
Heliodora,Alimentação,2022,6,0
Heliodora,Alimentação,2022,7,0
Heliodora,Alimentação,2022,8,0
Heliodora,Alimentação,2022,9,0
Heliodora,Alimentação,2022,10,0
Heliodora,Alimentação,2022,11,0
Heliodora,Alimentação,2022,12,0
Heliodora,Alimentação,2023,1,1
Heliodora,Alimentação,2023,2,-1
Heliodora,Alimentação,2023,3,3
Heliodora,Alimentação,2023,4,0
Heliodora,Alimentação,2023,5,-2
Heliodora,Alimentação,2023,6,0
Heliodora,Alimentação,2023,7,0
Heliodora,Alimentação,2023,8,0
Heliodora,Alimentação,2023,9,-1
Heliodora,Alimentação,2023,10,-1
Heliodora,Alimentação,2023,11,1
Heliodora,Alimentação,2023,12,-1
Heliodora,Alimentação,2024,1,0
Heliodora,Alimentação,2024,2,-7
Heliodora,Alimentação,2024,3,0
Heliodora,Alimentação,2024,4,0
Heliodora,Alimentação,2024,5,0
Heliodora,Alimentação,2024,6,0
Heliodora,Alimentação,2024,7,0
Heliodora,Alimentação,2024,8,0
Heliodora,Alimentação,2024,9,0
Heliodora,Alimentação,2024,10,0
Heliodora,Alimentação,2024,11,0
Heliodora,Alimentação,2024,12,0
Heliodora,Alimentação,2025,1,0
Heliodora,Alimentação,2025,2,0
Heliodora,Alimentação,2025,3,0
Heliodora,Alimentação,2025,4,0
Heliodora,Alimentação,2025,5,0
Heliodora,Alimentação,2025,6,0
Heliodora,Alimentação,2025,7,0
Heliodora,Alimentação,2025,8,0
Heliodora,Alimentação,2025,9,0
Heliodora,Alimentação,2025,10,0
Heliodora,Alimentação,2025,11,0
Heliodora,Alimentação,2025,12,0
Heliodora,Hospedagem,2021,1,0
Heliodora,Hospedagem,2021,2,0
Heliodora,Hospedagem,2021,3,0
Heliodora,Hospedagem,2021,4,0
Heliodora,Hospedagem,2021,5,0
Heliodora,Hospedagem,2021,6,0
Heliodora,Hospedagem,2021,7,0
Heliodora,Hospedagem,2021,8,0
Heliodora,Hospedagem,2021,9,0
Heliodora,Hospedagem,2021,10,0
Heliodora,Hospedagem,2021,11,0
Heliodora,Hospedagem,2021,12,0
Heliodora,Hospedagem,2022,1,0
Heliodora,Hospedagem,2022,2,0
Heliodora,Hospedagem,2022,3,0
Heliodora,Hospedagem,2022,4,0
Heliodora,Hospedagem,2022,5,0
Heliodora,Hospedagem,2022,6,0
Heliodora,Hospedagem,2022,7,0
Heliodora,Hospedagem,2022,8,0
Heliodora,Hospedagem,2022,9,0
Heliodora,Hospedagem,2022,10,0
Heliodora,Hospedagem,2022,11,0
Heliodora,Hospedagem,2022,12,0
Heliodora,Hospedagem,2023,1,0
Heliodora,Hospedagem,2023,2,0
Heliodora,Hospedagem,2023,3,0
Heliodora,Hospedagem,2023,4,0
Heliodora,Hospedagem,2023,5,-1
Heliodora,Hospedagem,2023,6,1
Heliodora,Hospedagem,2023,7,0
Heliodora,Hospedagem,2023,8,-1
Heliodora,Hospedagem,2023,9,0
Heliodora,Hospedagem,2023,10,0
Heliodora,Hospedagem,2023,11,0
Heliodora,Hospedagem,2023,12,0
Heliodora,Hospedagem,2024,1,0
Heliodora,Hospedagem,2024,2,0
Heliodora,Hospedagem,2024,3,0
Heliodora,Hospedagem,2024,4,0
Heliodora,Hospedagem,2024,5,0
Heliodora,Hospedagem,2024,6,0
Heliodora,Hospedagem,2024,7,0
Heliodora,Hospedagem,2024,8,0
Heliodora,Hospedagem,2024,9,0
Heliodora,Hospedagem,2024,10,0
Heliodora,Hospedagem,2024,11,0
Heliodora,Hospedagem,2024,12,0
Heliodora,Hospedagem,2025,1,0
Heliodora,Hospedagem,2025,2,0
Heliodora,Hospedagem,2025,3,0
Heliodora,Hospedagem,2025,4,0
Heliodora,Hospedagem,2025,5,1
Heliodora,Hospedagem,2025,6,0
Heliodora,Hospedagem,2025,7,0
Heliodora,Hospedagem,2025,8,0
Heliodora,Hospedagem,2025,9,0
Heliodora,Hospedagem,2025,10,0
Heliodora,Hospedagem,2025,11,0
Heliodora,Hospedagem,2025,12,0
Guaxupé,Entretenimento,2021,1,-1
Guaxupé,Entretenimento,2021,2,0
Guaxupé,Entretenimento,2021,3,-1
Guaxupé,Entretenimento,2021,4,-1
Guaxupé,Entretenimento,2021,5,0
Guaxupé,Entretenimento,2021,6,-1
Guaxupé,Entretenimento,2021,7,-3
Guaxupé,Entretenimento,2021,8,-2
Guaxupé,Entretenimento,2021,9,-2
Guaxupé,Entretenimento,2021,10,-3
Guaxupé,Entretenimento,2021,11,-2
Guaxupé,Entretenimento,2021,12,-4
Guaxupé,Entretenimento,2022,1,-4
Guaxupé,Entretenimento,2022,2,-2
Guaxupé,Entretenimento,2022,3,-1
Guaxupé,Entretenimento,2022,4,2
Guaxupé,Entretenimento,2022,5,-1
Guaxupé,Entretenimento,2022,6,-2
Guaxupé,Entretenimento,2022,7,-2
Guaxupé,Entretenimento,2022,8,-3
Guaxupé,Entretenimento,2022,9,-8
Guaxupé,Entretenimento,2022,10,-1
Guaxupé,Entretenimento,2022,11,-4
Guaxupé,Entretenimento,2022,12,0
Guaxupé,Entretenimento,2023,1,1
Guaxupé,Entretenimento,2023,2,-1
Guaxupé,Entretenimento,2023,3,-1
Guaxupé,Entretenimento,2023,4,-1
Guaxupé,Entretenimento,2023,5,-1
Guaxupé,Entretenimento,2023,6,-2
Guaxupé,Entretenimento,2023,7,1
Guaxupé,Entretenimento,2023,8,0
Guaxupé,Entretenimento,2023,9,0
Guaxupé,Entretenimento,2023,10,3
Guaxupé,Entretenimento,2023,11,2
Guaxupé,Entretenimento,2023,12,-1
Guaxupé,Entretenimento,2024,1,4
Guaxupé,Entretenimento,2024,2,3
Guaxupé,Entretenimento,2024,3,-3
Guaxupé,Entretenimento,2024,4,5
Guaxupé,Entretenimento,2024,5,3
Guaxupé,Entretenimento,2024,6,-3
Guaxupé,Entretenimento,2024,7,-3
Guaxupé,Entretenimento,2024,8,0
Guaxupé,Entretenimento,2024,9,0
Guaxupé,Entretenimento,2024,10,0
Guaxupé,Entretenimento,2024,11,4
Guaxupé,Entretenimento,2024,12,-2
Guaxupé,Entretenimento,2025,1,2
Guaxupé,Entretenimento,2025,2,3
Guaxupé,Entretenimento,2025,3,-2
Guaxupé,Entretenimento,2025,4,-3
Guaxupé,Entretenimento,2025,5,3
Guaxupé,Entretenimento,2025,6,-2
Guaxupé,Entretenimento,2025,7,-1
Guaxupé,Entretenimento,2025,8,1
Guaxupé,Entretenimento,2025,9,-3
Guaxupé,Entretenimento,2025,10,1
Guaxupé,Entretenimento,2025,11,-2
Guaxupé,Entretenimento,2025,12,4
Guaxupé,Comércio e Serviços,2021,1,-6
Guaxupé,Comércio e Serviços,2021,2,0
Guaxupé,Comércio e Serviços,2021,3,-5
Guaxupé,Comércio e Serviços,2021,4,-7
Guaxupé,Comércio e Serviços,2021,5,-2
Guaxupé,Comércio e Serviços,2021,6,-7
Guaxupé,Comércio e Serviços,2021,7,-4
Guaxupé,Comércio e Serviços,2021,8,-7
Guaxupé,Comércio e Serviços,2021,9,-1
Guaxupé,Comércio e Serviços,2021,10,-16
Guaxupé,Comércio e Serviços,2021,11,-3
Guaxupé,Comércio e Serviços,2021,12,-10
Guaxupé,Comércio e Serviços,2022,1,-6
Guaxupé,Comércio e Serviços,2022,2,-9
Guaxupé,Comércio e Serviços,2022,3,-6
Guaxupé,Comércio e Serviços,2022,4,-7
Guaxupé,Comércio e Serviços,2022,5,-7
Guaxupé,Comércio e Serviços,2022,6,-1
Guaxupé,Comércio e Serviços,2022,7,-9
Guaxupé,Comércio e Serviços,2022,8,-11
Guaxupé,Comércio e Serviços,2022,9,-6
Guaxupé,Comércio e Serviços,2022,10,-2
Guaxupé,Comércio e Serviços,2022,11,-8
Guaxupé,Comércio e Serviços,2022,12,-10
Guaxupé,Comércio e Serviços,2023,1,-2
Guaxupé,Comércio e Serviços,2023,2,-1
Guaxupé,Comércio e Serviços,2023,3,-1
Guaxupé,Comércio e Serviços,2023,4,0
Guaxupé,Comércio e Serviços,2023,5,1
Guaxupé,Comércio e Serviços,2023,6,0
Guaxupé,Comércio e Serviços,2023,7,2
Guaxupé,Comércio e Serviços,2023,8,0
Guaxupé,Comércio e Serviços,2023,9,-5
Guaxupé,Comércio e Serviços,2023,10,2
Guaxupé,Comércio e Serviços,2023,11,-2
Guaxupé,Comércio e Serviços,2023,12,2
Guaxupé,Comércio e Serviços,2024,1,-6
Guaxupé,Comércio e Serviços,2024,2,6
Guaxupé,Comércio e Serviços,2024,3,-2
Guaxupé,Comércio e Serviços,2024,4,-7
Guaxupé,Comércio e Serviços,2024,5,1
Guaxupé,Comércio e Serviços,2024,6,-3
Guaxupé,Comércio e Serviços,2024,7,6
Guaxupé,Comércio e Serviços,2024,8,-2
Guaxupé,Comércio e Serviços,2024,9,-1
Guaxupé,Comércio e Serviços,2024,10,0
Guaxupé,Comércio e Serviços,2024,11,-13
Guaxupé,Comércio e Serviços,2024,12,-3
Guaxupé,Comércio e Serviços,2025,1,-10
Guaxupé,Comércio e Serviços,2025,2,0
Guaxupé,Comércio e Serviços,2025,3,0
Guaxupé,Comércio e Serviços,2025,4,3
Guaxupé,Comércio e Serviços,2025,5,3
Guaxupé,Comércio e Serviços,2025,6,-3
Guaxupé,Comércio e Serviços,2025,7,0
Guaxupé,Comércio e Serviços,2025,8,3
Guaxupé,Comércio e Serviços,2025,9,-3
Guaxupé,Comércio e Serviços,2025,10,-1
Guaxupé,Comércio e Serviços,2025,11,3
Guaxupé,Comércio e Serviços,2025,12,-4
Guaxupé,Transportes,2021,1,-1
Guaxupé,Transportes,2021,2,1
Guaxupé,Transportes,2021,3,0
Guaxupé,Transportes,2021,4,-8
Guaxupé,Transportes,2021,5,-2
Guaxupé,Transportes,2021,6,-1
Guaxupé,Transportes,2021,7,-4
Guaxupé,Transportes,2021,8,1
Guaxupé,Transportes,2021,9,0
Guaxupé,Transportes,2021,10,-2
Guaxupé,Transportes,2021,11,-2
Guaxupé,Transportes,2021,12,-2
Guaxupé,Transportes,2022,1,-1
Guaxupé,Transportes,2022,2,-2
Guaxupé,Transportes,2022,3,-4
Guaxupé,Transportes,2022,4,-1
Guaxupé,Transportes,2022,5,-2
Guaxupé,Transportes,2022,6,0
Guaxupé,Transportes,2022,7,-2
Guaxupé,Transportes,2022,8,1
Guaxupé,Transportes,2022,9,-2
Guaxupé,Transportes,2022,10,-3
Guaxupé,Transportes,2022,11,-4
Guaxupé,Transportes,2022,12,-5
Guaxupé,Transportes,2023,1,-2
Guaxupé,Transportes,2023,2,-2
Guaxupé,Transportes,2023,3,-1
Guaxupé,Transportes,2023,4,-3
Guaxupé,Transportes,2023,5,0
Guaxupé,Transportes,2023,6,1
Guaxupé,Transportes,2023,7,-2
Guaxupé,Transportes,2023,8,2
Guaxupé,Transportes,2023,9,-3
Guaxupé,Transportes,2023,10,1
Guaxupé,Transportes,2023,11,4
Guaxupé,Transportes,2023,12,-1
Guaxupé,Transportes,2024,1,0
Guaxupé,Transportes,2024,2,-1
Guaxupé,Transportes,2024,3,-2
Guaxupé,Transportes,2024,4,-1
Guaxupé,Transportes,2024,5,4
Guaxupé,Transportes,2024,6,-3
Guaxupé,Transportes,2024,7,-7
Guaxupé,Transportes,2024,8,-1
Guaxupé,Transportes,2024,9,2
Guaxupé,Transportes,2024,10,-2
Guaxupé,Transportes,2024,11,-1
Guaxupé,Transportes,2024,12,3
Guaxupé,Transportes,2025,1,0
Guaxupé,Transportes,2025,2,1
Guaxupé,Transportes,2025,3,0
Guaxupé,Transportes,2025,4,0
Guaxupé,Transportes,2025,5,3
Guaxupé,Transportes,2025,6,0
Guaxupé,Transportes,2025,7,-2
Guaxupé,Transportes,2025,8,3
Guaxupé,Transportes,2025,9,2
Guaxupé,Transportes,2025,10,1
Guaxupé,Transportes,2025,11,-1
Guaxupé,Transportes,2025,12,1
Guaxupé,Alimentação,2021,1,-6
Guaxupé,Alimentação,2021,2,-2
Guaxupé,Alimentação,2021,3,-11
Guaxupé,Alimentação,2021,4,-16
Guaxupé,Alimentação,2021,5,-8
Guaxupé,Alimentação,2021,6,-16
Guaxupé,Alimentação,2021,7,-6
Guaxupé,Alimentação,2021,8,-4
Guaxupé,Alimentação,2021,9,-21
Guaxupé,Alimentação,2021,10,-14
Guaxupé,Alimentação,2021,11,-18
Guaxupé,Alimentação,2021,12,-26
Guaxupé,Alimentação,2022,1,-9
Guaxupé,Alimentação,2022,2,4
Guaxupé,Alimentação,2022,3,-13
Guaxupé,Alimentação,2022,4,7
Guaxupé,Alimentação,2022,5,-22
Guaxupé,Alimentação,2022,6,-24
Guaxupé,Alimentação,2022,7,-22
Guaxupé,Alimentação,2022,8,-10
Guaxupé,Alimentação,2022,9,-17
Guaxupé,Alimentação,2022,10,-22
Guaxupé,Alimentação,2022,11,-22
Guaxupé,Alimentação,2022,12,-25
Guaxupé,Alimentação,2023,1,-5
Guaxupé,Alimentação,2023,2,32
Guaxupé,Alimentação,2023,3,7
Guaxupé,Alimentação,2023,4,-9
Guaxupé,Alimentação,2023,5,-3
Guaxupé,Alimentação,2023,6,0
Guaxupé,Alimentação,2023,7,-20
Guaxupé,Alimentação,2023,8,10
Guaxupé,Alimentação,2023,9,8
Guaxupé,Alimentação,2023,10,-10
Guaxupé,Alimentação,2023,11,6
Guaxupé,Alimentação,2023,12,-4
Guaxupé,Alimentação,2024,1,-2
Guaxupé,Alimentação,2024,2,13
Guaxupé,Alimentação,2024,3,6
Guaxupé,Alimentação,2024,4,0
Guaxupé,Alimentação,2024,5,-18
Guaxupé,Alimentação,2024,6,-7
Guaxupé,Alimentação,2024,7,8
Guaxupé,Alimentação,2024,8,13
Guaxupé,Alimentação,2024,9,-2
Guaxupé,Alimentação,2024,10,-9
Guaxupé,Alimentação,2024,11,-11
Guaxupé,Alimentação,2024,12,-16
Guaxupé,Alimentação,2025,1,4
Guaxupé,Alimentação,2025,2,8
Guaxupé,Alimentação,2025,3,-13
Guaxupé,Alimentação,2025,4,-7
Guaxupé,Alimentação,2025,5,14
Guaxupé,Alimentação,2025,6,-8
Guaxupé,Alimentação,2025,7,1
Guaxupé,Alimentação,2025,8,2
Guaxupé,Alimentação,2025,9,5
Guaxupé,Alimentação,2025,10,48
Guaxupé,Alimentação,2025,11,1
Guaxupé,Alimentação,2025,12,-9
Guaxupé,Hospedagem,2021,1,1
Guaxupé,Hospedagem,2021,2,-1
Guaxupé,Hospedagem,2021,3,-1
Guaxupé,Hospedagem,2021,4,-2
Guaxupé,Hospedagem,2021,5,-2
Guaxupé,Hospedagem,2021,6,-1
Guaxupé,Hospedagem,2021,7,-2
Guaxupé,Hospedagem,2021,8,1
Guaxupé,Hospedagem,2021,9,0
Guaxupé,Hospedagem,2021,10,-3
Guaxupé,Hospedagem,2021,11,-7
Guaxupé,Hospedagem,2021,12,-5
Guaxupé,Hospedagem,2022,1,-7
Guaxupé,Hospedagem,2022,2,-1
Guaxupé,Hospedagem,2022,3,-1
Guaxupé,Hospedagem,2022,4,-2
Guaxupé,Hospedagem,2022,5,-5
Guaxupé,Hospedagem,2022,6,-1
Guaxupé,Hospedagem,2022,7,0
Guaxupé,Hospedagem,2022,8,-3
Guaxupé,Hospedagem,2022,9,-3
Guaxupé,Hospedagem,2022,10,-3
Guaxupé,Hospedagem,2022,11,-2
Guaxupé,Hospedagem,2022,12,-3
Guaxupé,Hospedagem,2023,1,2
Guaxupé,Hospedagem,2023,2,-3
Guaxupé,Hospedagem,2023,3,-1
Guaxupé,Hospedagem,2023,4,-1
Guaxupé,Hospedagem,2023,5,2
Guaxupé,Hospedagem,2023,6,0
Guaxupé,Hospedagem,2023,7,1
Guaxupé,Hospedagem,2023,8,6
Guaxupé,Hospedagem,2023,9,2
Guaxupé,Hospedagem,2023,10,5
Guaxupé,Hospedagem,2023,11,0
Guaxupé,Hospedagem,2023,12,-2
Guaxupé,Hospedagem,2024,1,-2
Guaxupé,Hospedagem,2024,2,2
Guaxupé,Hospedagem,2024,3,-4
Guaxupé,Hospedagem,2024,4,0
Guaxupé,Hospedagem,2024,5,2
Guaxupé,Hospedagem,2024,6,5
Guaxupé,Hospedagem,2024,7,3
Guaxupé,Hospedagem,2024,8,1
Guaxupé,Hospedagem,2024,9,0
Guaxupé,Hospedagem,2024,10,3
Guaxupé,Hospedagem,2024,11,2
Guaxupé,Hospedagem,2024,12,0
Guaxupé,Hospedagem,2025,1,-1
Guaxupé,Hospedagem,2025,2,-4
Guaxupé,Hospedagem,2025,3,5
Guaxupé,Hospedagem,2025,4,1
Guaxupé,Hospedagem,2025,5,0
Guaxupé,Hospedagem,2025,6,0
Guaxupé,Hospedagem,2025,7,4
Guaxupé,Hospedagem,2025,8,4
Guaxupé,Hospedagem,2025,9,-4
Guaxupé,Hospedagem,2025,10,6
Guaxupé,Hospedagem,2025,11,-2
Guaxupé,Hospedagem,2025,12,0
Guaxupé,Agência e Operadores,2021,1,-1
Guaxupé,Agência e Operadores,2021,2,0
Guaxupé,Agência e Operadores,2021,3,0
Guaxupé,Agência e Operadores,2021,4,0
Guaxupé,Agência e Operadores,2021,5,0
Guaxupé,Agência e Operadores,2021,6,0
Guaxupé,Agência e Operadores,2021,7,0
Guaxupé,Agência e Operadores,2021,8,-1
Guaxupé,Agência e Operadores,2021,9,0
Guaxupé,Agência e Operadores,2021,10,0
Guaxupé,Agência e Operadores,2021,11,0
Guaxupé,Agência e Operadores,2021,12,0
Guaxupé,Agência e Operadores,2022,1,0
Guaxupé,Agência e Operadores,2022,2,0
Guaxupé,Agência e Operadores,2022,3,0
Guaxupé,Agência e Operadores,2022,4,0
Guaxupé,Agência e Operadores,2022,5,0
Guaxupé,Agência e Operadores,2022,6,0
Guaxupé,Agência e Operadores,2022,7,-1
Guaxupé,Agência e Operadores,2022,8,1
Guaxupé,Agência e Operadores,2022,9,0
Guaxupé,Agência e Operadores,2022,10,0
Guaxupé,Agência e Operadores,2022,11,0
Guaxupé,Agência e Operadores,2022,12,-1
Guaxupé,Agência e Operadores,2023,1,1
Guaxupé,Agência e Operadores,2023,2,0
Guaxupé,Agência e Operadores,2023,3,0
Guaxupé,Agência e Operadores,2023,4,1
Guaxupé,Agência e Operadores,2023,5,0
Guaxupé,Agência e Operadores,2023,6,-1
Guaxupé,Agência e Operadores,2023,7,0
Guaxupé,Agência e Operadores,2023,8,0
Guaxupé,Agência e Operadores,2023,9,-1
Guaxupé,Agência e Operadores,2023,10,0
Guaxupé,Agência e Operadores,2023,11,0
Guaxupé,Agência e Operadores,2023,12,0
Guaxupé,Agência e Operadores,2024,1,0
Guaxupé,Agência e Operadores,2024,2,0
Guaxupé,Agência e Operadores,2024,3,0
Guaxupé,Agência e Operadores,2024,4,0
Guaxupé,Agência e Operadores,2024,5,0
Guaxupé,Agência e Operadores,2024,6,0
Guaxupé,Agência e Operadores,2024,7,1
Guaxupé,Agência e Operadores,2024,8,0
Guaxupé,Agência e Operadores,2024,9,0
Guaxupé,Agência e Operadores,2024,10,0
Guaxupé,Agência e Operadores,2024,11,0
Guaxupé,Agência e Operadores,2024,12,-1
Guaxupé,Agência e Operadores,2025,1,0
Guaxupé,Agência e Operadores,2025,2,0
Guaxupé,Agência e Operadores,2025,3,1
Guaxupé,Agência e Operadores,2025,4,0
Guaxupé,Agência e Operadores,2025,5,1
Guaxupé,Agência e Operadores,2025,6,-1
Guaxupé,Agência e Operadores,2025,7,0
Guaxupé,Agência e Operadores,2025,8,1
Guaxupé,Agência e Operadores,2025,9,1
Guaxupé,Agência e Operadores,2025,10,1
Guaxupé,Agência e Operadores,2025,11,0
Guaxupé,Agência e Operadores,2025,12,0
Conceição das Pedras,Comércio e Serviços,2021,1,0
Conceição das Pedras,Comércio e Serviços,2021,2,0
Conceição das Pedras,Comércio e Serviços,2021,3,0
Conceição das Pedras,Comércio e Serviços,2021,4,-1
Conceição das Pedras,Comércio e Serviços,2021,5,1
Conceição das Pedras,Comércio e Serviços,2021,6,-1
Conceição das Pedras,Comércio e Serviços,2021,7,0
Conceição das Pedras,Comércio e Serviços,2021,8,0
Conceição das Pedras,Comércio e Serviços,2021,9,0
Conceição das Pedras,Comércio e Serviços,2021,10,0
Conceição das Pedras,Comércio e Serviços,2021,11,0
Conceição das Pedras,Comércio e Serviços,2021,12,0
Conceição das Pedras,Comércio e Serviços,2022,1,0
Conceição das Pedras,Comércio e Serviços,2022,2,1
Conceição das Pedras,Comércio e Serviços,2022,3,0
Conceição das Pedras,Comércio e Serviços,2022,4,0
Conceição das Pedras,Comércio e Serviços,2022,5,0
Conceição das Pedras,Comércio e Serviços,2022,6,-1
Conceição das Pedras,Comércio e Serviços,2022,7,0
Conceição das Pedras,Comércio e Serviços,2022,8,0
Conceição das Pedras,Comércio e Serviços,2022,9,0
Conceição das Pedras,Comércio e Serviços,2022,10,0
Conceição das Pedras,Comércio e Serviços,2022,11,0
Conceição das Pedras,Comércio e Serviços,2022,12,0
Conceição das Pedras,Comércio e Serviços,2023,1,-1
Conceição das Pedras,Comércio e Serviços,2023,2,0
Conceição das Pedras,Comércio e Serviços,2023,3,0
Conceição das Pedras,Comércio e Serviços,2023,4,0
Conceição das Pedras,Comércio e Serviços,2023,5,0
Conceição das Pedras,Comércio e Serviços,2023,6,0
Conceição das Pedras,Comércio e Serviços,2023,7,0
Conceição das Pedras,Comércio e Serviços,2023,8,0
Conceição das Pedras,Comércio e Serviços,2023,9,-1
Conceição das Pedras,Comércio e Serviços,2023,10,0
Conceição das Pedras,Comércio e Serviços,2023,11,0
Conceição das Pedras,Comércio e Serviços,2023,12,0
Conceição das Pedras,Comércio e Serviços,2024,1,0
Conceição das Pedras,Comércio e Serviços,2024,2,0
Conceição das Pedras,Comércio e Serviços,2024,3,0
Conceição das Pedras,Comércio e Serviços,2024,4,0
Conceição das Pedras,Comércio e Serviços,2024,5,0
Conceição das Pedras,Comércio e Serviços,2024,6,0
Conceição das Pedras,Comércio e Serviços,2024,7,0
Conceição das Pedras,Comércio e Serviços,2024,8,0
Conceição das Pedras,Comércio e Serviços,2024,9,0
Conceição das Pedras,Comércio e Serviços,2024,10,0
Conceição das Pedras,Comércio e Serviços,2024,11,0
Conceição das Pedras,Comércio e Serviços,2024,12,0
Conceição das Pedras,Comércio e Serviços,2025,1,0
Conceição das Pedras,Comércio e Serviços,2025,2,0
Conceição das Pedras,Comércio e Serviços,2025,3,0
Conceição das Pedras,Comércio e Serviços,2025,4,0
Conceição das Pedras,Comércio e Serviços,2025,5,0
Conceição das Pedras,Comércio e Serviços,2025,6,0
Conceição das Pedras,Comércio e Serviços,2025,7,0
Conceição das Pedras,Comércio e Serviços,2025,8,0
Conceição das Pedras,Comércio e Serviços,2025,9,0
Conceição das Pedras,Comércio e Serviços,2025,10,0
Conceição das Pedras,Comércio e Serviços,2025,11,0
Conceição das Pedras,Comércio e Serviços,2025,12,0
Conceição das Pedras,Transportes,2021,1,0
Conceição das Pedras,Transportes,2021,2,0
Conceição das Pedras,Transportes,2021,3,0
Conceição das Pedras,Transportes,2021,4,0
Conceição das Pedras,Transportes,2021,5,0
Conceição das Pedras,Transportes,2021,6,0
Conceição das Pedras,Transportes,2021,7,0
Conceição das Pedras,Transportes,2021,8,0
Conceição das Pedras,Transportes,2021,9,0
Conceição das Pedras,Transportes,2021,10,0
Conceição das Pedras,Transportes,2021,11,0
Conceição das Pedras,Transportes,2021,12,0
Conceição das Pedras,Transportes,2022,1,0
Conceição das Pedras,Transportes,2022,2,0
Conceição das Pedras,Transportes,2022,3,0
Conceição das Pedras,Transportes,2022,4,0
Conceição das Pedras,Transportes,2022,5,0
Conceição das Pedras,Transportes,2022,6,0
Conceição das Pedras,Transportes,2022,7,0
Conceição das Pedras,Transportes,2022,8,0
Conceição das Pedras,Transportes,2022,9,0
Conceição das Pedras,Transportes,2022,10,0
Conceição das Pedras,Transportes,2022,11,0
Conceição das Pedras,Transportes,2022,12,0
Conceição das Pedras,Transportes,2023,1,0
Conceição das Pedras,Transportes,2023,2,0
Conceição das Pedras,Transportes,2023,3,0
Conceição das Pedras,Transportes,2023,4,0
Conceição das Pedras,Transportes,2023,5,0
Conceição das Pedras,Transportes,2023,6,0
Conceição das Pedras,Transportes,2023,7,0
Conceição das Pedras,Transportes,2023,8,0
Conceição das Pedras,Transportes,2023,9,0
Conceição das Pedras,Transportes,2023,10,0
Conceição das Pedras,Transportes,2023,11,0
Conceição das Pedras,Transportes,2023,12,0
Conceição das Pedras,Transportes,2024,1,0
Conceição das Pedras,Transportes,2024,2,0
Conceição das Pedras,Transportes,2024,3,0
Conceição das Pedras,Transportes,2024,4,0
Conceição das Pedras,Transportes,2024,5,0
